,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target
ID_b9b9d84fd,ID_b9b9d84fd,130000.0,0,7,0,1,1,0,0.0,5,1,6,2,1,3,7,2,9,9,9,0,0.0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,efec7e82c,7,2,0,9,3.5,14,no,12.5,1,0,0,0,0,0,0,0,0,4,2.25,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,4,0,16,81,196,49,5.0625,12.25,156.25,16,Non Vulnerable
ID_0e6f79656,ID_0e6f79656,130000.0,0,7,0,1,1,0,0.0,5,1,6,2,1,3,7,2,9,9,9,0,0.0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,efec7e82c,7,2,0,9,3.5,14,no,12.5,1,0,0,0,0,0,0,0,0,4,2.25,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,3,0,9,81,196,49,5.0625,12.25,156.25,9,Non Vulnerable
ID_6f1bbbea8,ID_6f1bbbea8,130000.0,0,7,0,1,1,0,0.0,5,1,6,2,1,3,7,2,9,9,9,14,0.0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,efec7e82c,7,2,0,9,3.5,14,no,12.5,0,0,0,0,0,0,0,1,0,4,2.25,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,35,196,1225,81,196,49,5.0625,12.25,156.25,1225,Non Vulnerable
ID_3a640ac34,ID_3a640ac34,130000.0,0,7,0,1,1,0,0.0,5,1,6,2,1,3,7,2,9,9,9,1,0.0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,efec7e82c,7,2,0,9,3.5,14,no,12.5,0,1,0,0,0,0,0,0,0,4,2.25,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,7,1,49,81,196,49,5.0625,12.25,156.25,49,Non Vulnerable
ID_73c35a785,ID_73c35a785,130000.0,0,7,0,1,1,0,0.0,5,1,6,2,1,3,7,2,9,9,9,0,0.0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,efec7e82c,7,2,0,9,3.5,14,no,12.5,1,0,0,0,0,0,0,0,0,4,2.25,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,4,0,16,81,196,49,5.0625,12.25,156.25,16,Non Vulnerable
ID_86aed2743,ID_86aed2743,130000.0,0,7,0,1,1,0,0.0,5,1,6,2,1,3,7,2,9,9,9,2,0.0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,efec7e82c,7,2,0,9,3.5,14,no,12.5,0,1,0,0,0,0,0,0,0,4,2.25,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,9,4,81,81,196,49,5.0625,12.25,156.25,81,Non Vulnerable
ID_b3766e63f,ID_b3766e63f,130000.0,0,7,0,1,1,0,0.0,5,1,6,2,1,3,7,2,9,9,9,0,0.0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,efec7e82c,7,2,0,9,3.5,14,no,12.5,1,0,0,0,0,0,0,0,0,4,2.25,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,2,0,4,81,196,49,5.0625,12.25,156.25,4,Non Vulnerable
ID_a89b0025c,ID_a89b0025c,0.0,0,8,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,4,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20e1a2d65,0,3,2,3,2,4,no,5.0,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,65,16,4225,9,16,0,2.25,4.0,25.0,4225,Moderate Poverty
ID_0e1e0b33d,ID_0e1e0b33d,0.0,0,8,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,0,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20e1a2d65,0,3,2,3,2,4,no,5.0,1,0,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,70,0,4900,9,16,0,2.25,4.0,25.0,4900,Moderate Poverty
ID_5ac679d48,ID_5ac679d48,0.0,0,8,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,11,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20e1a2d65,0,3,2,3,2,4,no,5.0,0,0,0,0,1,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,24,121,576,9,16,0,2.25,4.0,25.0,576,Moderate Poverty
ID_3a15d820e,ID_3a15d820e,80000.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,11,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,924b014d0,1,2,0,3,.5,no,11,11.0,0,0,0,0,1,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,0,36,121,1296,9,0,1,2.25,0.25,121.0,1296,Vulnerable
ID_f3750e2a7,ID_f3750e2a7,80000.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,11,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,924b014d0,1,2,0,3,.5,no,11,11.0,0,0,0,0,1,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,0,30,121,900,9,0,1,2.25,0.25,121.0,900,Vulnerable
ID_7b6396879,ID_7b6396879,80000.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,0,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,924b014d0,1,2,0,3,.5,no,11,11.0,1,0,0,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,0,6,0,36,9,0,1,2.25,0.25,121.0,36,Vulnerable
ID_dfa09aab9,ID_dfa09aab9,65000.0,0,3,0,1,0,0,0.0,1,0,1,1,2,3,2,2,4,4,4,6,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a1500b35b,3,1,0,4,3,no,6,6.0,0,0,1,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,30,36,900,16,0,9,4.0,9.0,36.0,900,Moderate Poverty
ID_d81f0cebb,ID_d81f0cebb,65000.0,0,3,0,1,0,0,0.0,1,0,1,1,2,3,2,2,4,4,4,0,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a1500b35b,3,1,0,4,3,no,6,6.0,1,0,0,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,6,0,36,16,0,9,4.0,9.0,36.0,36,Moderate Poverty
ID_a80a228a0,ID_a80a228a0,65000.0,0,3,0,1,0,0,0.0,1,0,1,1,2,3,2,2,4,4,4,7,1.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,a1500b35b,3,1,0,4,3,no,6,6.0,0,0,0,1,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,15,49,225,16,0,9,4.0,9.0,36.0,225,Moderate Poverty
ID_5581f2b15,ID_5581f2b15,65000.0,0,3,0,1,0,0,0.0,1,0,1,1,2,3,2,2,4,4,4,2,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a1500b35b,3,1,0,4,3,no,6,6.0,0,1,0,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,8,4,64,16,0,9,4.0,9.0,36.0,64,Moderate Poverty
ID_4f876a2d8,ID_4f876a2d8,70000.0,0,4,0,1,1,0,0.0,1,0,1,0,2,2,1,2,3,3,3,12,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7bc1f26d4,1,2,0,3,.5,no,6,9.0,0,0,0,0,0,0,1,0,0,2,1.5,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,32,144,1024,9,0,1,2.25,0.25,81.0,1024,Moderate Poverty
ID_54ae3ad45,ID_54ae3ad45,70000.0,0,4,0,1,1,0,0.0,1,0,1,0,2,2,1,2,3,3,3,6,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7bc1f26d4,1,2,0,3,.5,no,6,9.0,0,0,1,0,0,0,0,0,0,2,1.5,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,56,36,3136,9,0,1,2.25,0.25,81.0,3136,Moderate Poverty
ID_1a1176285,ID_1a1176285,70000.0,0,4,0,1,1,0,0.0,1,0,1,0,2,2,1,2,3,3,3,0,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7bc1f26d4,1,2,0,3,.5,no,6,9.0,1,0,0,0,0,0,0,0,0,2,1.5,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,3,0,9,9,0,1,2.25,0.25,81.0,9,Moderate Poverty
ID_d202d859b,ID_d202d859b,250000.0,0,6,0,1,1,1,1.0,0,0,0,0,1,1,0,1,1,1,1,11,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b349fc7d1,0,1,0,1,no,no,11,11.0,0,0,0,0,1,0,0,0,0,3,0.33333334,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,35,121,1225,1,0,0,0.11111112,0.0,121.0,1225,Non Vulnerable
ID_f01e262b3,ID_f01e262b3,0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,11,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,625197417,0,2,1,2,yes,no,6,8.5,0,0,0,0,1,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,30,121,900,4,0,0,1.0,1.0,72.25,900,Non Vulnerable
ID_fe66c8206,ID_fe66c8206,0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,625197417,0,2,1,2,yes,no,6,8.5,0,0,1,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,68,36,4624,4,0,0,1.0,1.0,72.25,4624,Non Vulnerable
ID_ce8a4c662,ID_ce8a4c662,0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,11,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,006b64543,0,2,0,2,no,no,3,7.0,0,0,0,0,1,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,32,121,1024,4,0,0,1.0,0.0,49.0,1024,Non Vulnerable
ID_d2317b09a,ID_d2317b09a,0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,3,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,006b64543,0,2,0,2,no,no,3,7.0,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,54,9,2916,4,0,0,1.0,0.0,49.0,2916,Non Vulnerable
ID_ade6904c8,ID_ade6904c8,0.0,0,4,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,2,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,147a20868,0,1,1,1,8,no,2,2.0,0,1,0,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,67,4,4489,1,0,0,0.25,64.0,4.0,4489,Moderate Poverty
ID_d594e3371,ID_d594e3371,0.0,0,5,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65cc65486,1,2,0,3,.5,6,no,7.5,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,35,36,1225,9,36,1,2.25,0.25,56.25,1225,Vulnerable
ID_66b96fbd5,ID_66b96fbd5,0.0,0,5,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,2,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65cc65486,1,2,0,3,.5,6,no,7.5,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,8,4,64,9,36,1,2.25,0.25,56.25,64,Vulnerable
ID_e9f71b249,ID_e9f71b249,0.0,0,5,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,9,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65cc65486,1,2,0,3,.5,6,no,7.5,0,0,0,1,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,32,81,1024,9,36,1,2.25,0.25,56.25,1024,Vulnerable
ID_ce3913b6c,ID_ce3913b6c,0.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,3,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1ae6c14d5,1,2,0,3,.5,no,13,8.0,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,10,9,100,9,0,1,2.25,0.25,64.0,100,Non Vulnerable
ID_816d53da4,ID_816d53da4,0.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,3,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1ae6c14d5,1,2,0,3,.5,no,13,8.0,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,62,9,3844,9,0,1,2.25,0.25,64.0,3844,Non Vulnerable
ID_4e81d1658,ID_4e81d1658,0.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,13,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1ae6c14d5,1,2,0,3,.5,no,13,8.0,0,0,0,0,0,0,0,1,0,2,1.5,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,33,169,1089,9,0,1,2.25,0.25,64.0,1089,Non Vulnerable
ID_f156542b3,ID_f156542b3,0.0,1,4,0,1,1,0,0.0,1,2,3,2,3,5,3,5,8,8,8,3,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1c0b1cbd8,5,3,0,8,1.6666666,no,7,9.333333,0,1,0,0,0,0,0,0,0,2,4.0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,10,9,100,64,0,25,16.0,2.7777777,87.11110699999998,100,Extreme Poverty
ID_e02926f1f,ID_e02926f1f,0.0,1,4,0,1,1,0,0.0,1,2,3,2,3,5,3,5,8,8,8,5,1.0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1c0b1cbd8,5,3,0,8,1.6666666,no,7,9.333333,0,1,0,0,0,0,0,0,0,2,4.0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,13,25,169,64,0,25,16.0,2.7777777,87.11110699999998,169,Extreme Poverty
ID_0f26dcb04,ID_0f26dcb04,0.0,1,4,0,1,1,0,0.0,1,2,3,2,3,5,3,5,8,8,8,7,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1c0b1cbd8,5,3,0,8,1.6666666,no,7,9.333333,0,0,0,1,0,0,0,0,0,2,4.0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,43,49,1849,64,0,25,16.0,2.7777777,87.11110699999998,1849,Extreme Poverty
ID_3b91fe595,ID_3b91fe595,0.0,1,4,0,1,1,0,0.0,1,2,3,2,3,5,3,5,8,8,8,0,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1c0b1cbd8,5,3,0,8,1.6666666,no,7,9.333333,1,0,0,0,0,0,0,0,0,2,4.0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,1,64,0,25,16.0,2.7777777,87.11110699999998,1,Extreme Poverty
ID_bffbc501d,ID_bffbc501d,0.0,1,4,0,1,1,0,0.0,1,2,3,2,3,5,3,5,8,8,8,8,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1c0b1cbd8,5,3,0,8,1.6666666,no,7,9.333333,0,0,0,1,0,0,0,0,0,2,4.0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,15,64,225,64,0,25,16.0,2.7777777,87.11110699999998,225,Extreme Poverty
ID_b142d2a14,ID_b142d2a14,0.0,1,4,0,1,1,0,0.0,1,2,3,2,3,5,3,5,8,8,8,13,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1c0b1cbd8,5,3,0,8,1.6666666,no,7,9.333333,0,0,0,0,0,0,0,1,0,2,4.0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,20,169,400,64,0,25,16.0,2.7777777,87.11110699999998,400,Extreme Poverty
ID_34c62c359,ID_34c62c359,0.0,1,4,0,1,1,0,0.0,1,2,3,2,3,5,3,5,8,8,8,8,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1c0b1cbd8,5,3,0,8,1.6666666,no,7,9.333333,0,0,0,1,0,0,0,0,0,2,4.0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,23,64,529,64,0,25,16.0,2.7777777,87.11110699999998,529,Extreme Poverty
